,full_text,date,employee_title,location,employee_status,review_title,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,Hosp_Name
53,"September 17, 2009
""An OK place to work""
 in Chicago, IL
I worked at University of Illinois Hospital & Health Sciences System
Pros
Get to help people
Meet some good co-workers
Cons
Some of the people you have to work with are not pleasant
Advice to Management
Pay closer attention to employees who are a negative reflection.
Helpful",Thu Sep 17 2009 21:30:57 GMT-0400 (Eastern Daylight Time),,"Chicago, IL"," in Chicago, IL",An OK place to work,3.0,3.5,3.5,2.5,3.0,,University of Illinois Hospital and Health Sciences System
54,"September 10, 2008
Helpful (3)
""Decent place to work but room for improvement""
Coordinator in Chicago, IL
I have been working at University of Illinois Hospital & Health Sciences System
Pros
Benefits and vacation time are generous. For the most part management is flexible and allows you to work independently. If you are academic staff, they are flexible about your work schedule. There is a tuition waiver, and room for advancement. If you leave and decide to come back, managment tries to be accommodating. Most of the staff is friendly, open to going above and beyond the call of duty to help other...
Show More
Cons
Your salary increases are minimal. If you do have to use a time clock, there is very little flexibility in your schedule and you get reprimanded for clocking in early, late, and managers will usually not approve overtime pay.
Advice to Management
There seems to be a lack of motivation on the part of management to recruit the best, most qualified staff.
Helpful (3)",Wed Sep 10 2008 15:06:01 GMT-0400 (Eastern Daylight Time),,"Chicago, IL","Coordinator in Chicago, IL",Decent place to work but room for improvement,4.0,3.5,4.0,3.5,3.0,,University of Illinois Hospital and Health Sciences System
0,"April 28, 2014
Helpful (2)
""Working environment is a positive one.""
Former Employee - Registered Nurse in Pontiac, IL
Recommends
Neutral Outlook
No opinion of CEO
I worked at OSF HealthCare part-time for more than 3 years
Pros
The nurses and doctors I worked with were very friendly. The PTO and medical/dental insurance was excellent. Working at the Pontiac hospital was updated and easily accessible.
Cons
Management needed to better understand their employees.
Helpful (2)",Mon Apr 28 2014 16:28:35 GMT-0400 (Eastern Daylight Time), Registered Nurse,"Pontiac, IL",Former Employee ,Working environment is a positive one.,4.0,4.0,4.0,4.0,4.0,3.0,OSF Saint James-John W Albrecht Medical Center
1,"April 28, 2014
Helpful (2)
""Working environment is a positive one.""
Former Employee - Registered Nurse in Pontiac, IL
Recommends
Neutral Outlook
No opinion of CEO
I worked at OSF HealthCare part-time for more than 3 years
Pros
The nurses and doctors I worked with were very friendly. The PTO and medical/dental insurance was excellent. Working at the Pontiac hospital was updated and easily accessible.
Cons
Management needed to better understand their employees.
Helpful (2)",Mon Apr 28 2014 16:28:35 GMT-0400 (Eastern Daylight Time), Registered Nurse,"Pontiac, IL",Former Employee ,Working environment is a positive one.,4.0,4.0,4.0,4.0,4.0,3.0,OSF Saint James-John W Albrecht Medical Center
2,"April 28, 2014
Helpful (2)
""Working environment is a positive one.""
Former Employee - Registered Nurse in Pontiac, IL
Recommends
Neutral Outlook
No opinion of CEO
I worked at OSF HealthCare part-time for more than 3 years
Pros
The nurses and doctors I worked with were very friendly. The PTO and medical/dental insurance was excellent. Working at the Pontiac hospital was updated and easily accessible.
Cons
Management needed to better understand their employees.
Helpful (2)",Mon Apr 28 2014 16:28:35 GMT-0400 (Eastern Daylight Time), Registered Nurse,"Pontiac, IL",Former Employee ,Working environment is a positive one.,4.0,4.0,4.0,4.0,4.0,3.0,OSF Saint James-John W Albrecht Medical Center
3,"April 28, 2014
Helpful (2)
""Working environment is a positive one.""
Former Employee - Registered Nurse in Pontiac, IL
Recommends
Neutral Outlook
No opinion of CEO
I worked at OSF HealthCare part-time for more than 3 years
Pros
The nurses and doctors I worked with were very friendly. The PTO and medical/dental insurance was excellent. Working at the Pontiac hospital was updated and easily accessible.
Cons
Management needed to better understand their employees.
Helpful (2)",Mon Apr 28 2014 16:28:35 GMT-0400 (Eastern Daylight Time), Registered Nurse,"Pontiac, IL",Former Employee ,Working environment is a positive one.,4.0,4.0,4.0,4.0,4.0,3.0,OSF Saint James-John W Albrecht Medical Center
4,"April 28, 2014
Helpful (2)
""Working environment is a positive one.""
Former Employee - Registered Nurse in Pontiac, IL
Recommends
Neutral Outlook
No opinion of CEO
I worked at OSF HealthCare part-time for more than 3 years
Pros
The nurses and doctors I worked with were very friendly. The PTO and medical/dental insurance was excellent. Working at the Pontiac hospital was updated and easily accessible.
Cons
Management needed to better understand their employees.
Helpful (2)",Mon Apr 28 2014 16:28:35 GMT-0400 (Eastern Daylight Time), Registered Nurse,"Pontiac, IL",Former Employee ,Working environment is a positive one.,4.0,4.0,4.0,4.0,4.0,3.0,OSF Saint James-John W Albrecht Medical Center
5,"April 28, 2014
Helpful (2)
""Working environment is a positive one.""
Former Employee - Registered Nurse in Pontiac, IL
Recommends
Neutral Outlook
No opinion of CEO
I worked at OSF HealthCare part-time for more than 3 years
Pros
The nurses and doctors I worked with were very friendly. The PTO and medical/dental insurance was excellent. Working at the Pontiac hospital was updated and easily accessible.
Cons
Management needed to better understand their employees.
Helpful (2)",Mon Apr 28 2014 16:28:35 GMT-0400 (Eastern Daylight Time), Registered Nurse,"Pontiac, IL",Former Employee ,Working environment is a positive one.,4.0,4.0,4.0,4.0,4.0,3.0,OSF Saint James-John W Albrecht Medical Center
6,"April 28, 2014
Helpful (2)
""Working environment is a positive one.""
Former Employee - Registered Nurse in Pontiac, IL
Recommends
Neutral Outlook
No opinion of CEO
I worked at OSF HealthCare part-time for more than 3 years
Pros
The nurses and doctors I worked with were very friendly. The PTO and medical/dental insurance was excellent. Working at the Pontiac hospital was updated and easily accessible.
Cons
Management needed to better understand their employees.
Helpful (2)",Mon Apr 28 2014 16:28:35 GMT-0400 (Eastern Daylight Time), Registered Nurse,"Pontiac, IL",Former Employee ,Working environment is a positive one.,4.0,4.0,4.0,4.0,4.0,3.0,OSF Saint James-John W Albrecht Medical Center
7,"April 28, 2014
Helpful (2)
""Working environment is a positive one.""
Former Employee - Registered Nurse in Pontiac, IL
Recommends
Neutral Outlook
No opinion of CEO
I worked at OSF HealthCare part-time for more than 3 years
Pros
The nurses and doctors I worked with were very friendly. The PTO and medical/dental insurance was excellent. Working at the Pontiac hospital was updated and easily accessible.
Cons
Management needed to better understand their employees.
Helpful (2)",Mon Apr 28 2014 16:28:35 GMT-0400 (Eastern Daylight Time), Registered Nurse,"Pontiac, IL",Former Employee ,Working environment is a positive one.,4.0,4.0,4.0,4.0,4.0,3.0,OSF Saint James-John W Albrecht Medical Center
8,"April 28, 2014
Helpful (2)
""Working environment is a positive one.""
Former Employee - Registered Nurse in Pontiac, IL
Recommends
Neutral Outlook
No opinion of CEO
I worked at OSF HealthCare part-time for more than 3 years
Pros
The nurses and doctors I worked with were very friendly. The PTO and medical/dental insurance was excellent. Working at the Pontiac hospital was updated and easily accessible.
Cons
Management needed to better understand their employees.
Helpful (2)",Mon Apr 28 2014 16:28:35 GMT-0400 (Eastern Daylight Time), Registered Nurse,"Pontiac, IL",Former Employee ,Working environment is a positive one.,4.0,4.0,4.0,4.0,4.0,3.0,OSF Saint James-John W Albrecht Medical Center
9,"April 28, 2014
Helpful (2)
""Working environment is a positive one.""
Former Employee - Registered Nurse in Pontiac, IL
Recommends
Neutral Outlook
No opinion of CEO
I worked at OSF HealthCare part-time for more than 3 years
Pros
The nurses and doctors I worked with were very friendly. The PTO and medical/dental insurance was excellent. Working at the Pontiac hospital was updated and easily accessible.
Cons
Management needed to better understand their employees.
Helpful (2)",Mon Apr 28 2014 16:28:35 GMT-0400 (Eastern Daylight Time), Registered Nurse,"Pontiac, IL",Former Employee ,Working environment is a positive one.,4.0,4.0,4.0,4.0,4.0,3.0,OSF Saint James-John W Albrecht Medical Center
10,"April 28, 2014
Helpful (2)
""Working environment is a positive one.""
Former Employee - Registered Nurse in Pontiac, IL
Recommends
Neutral Outlook
No opinion of CEO
I worked at OSF HealthCare part-time for more than 3 years
Pros
The nurses and doctors I worked with were very friendly. The PTO and medical/dental insurance was excellent. Working at the Pontiac hospital was updated and easily accessible.
Cons
Management needed to better understand their employees.
Helpful (2)",Mon Apr 28 2014 16:28:35 GMT-0400 (Eastern Daylight Time), Registered Nurse,"Pontiac, IL",Former Employee ,Working environment is a positive one.,4.0,4.0,4.0,4.0,4.0,3.0,OSF Saint James-John W Albrecht Medical Center
11,"April 28, 2014
Helpful (2)
""Working environment is a positive one.""
Former Employee - Registered Nurse in Pontiac, IL
Recommends
Neutral Outlook
No opinion of CEO
I worked at OSF HealthCare part-time for more than 3 years
Pros
The nurses and doctors I worked with were very friendly. The PTO and medical/dental insurance was excellent. Working at the Pontiac hospital was updated and easily accessible.
Cons
Management needed to better understand their employees.
Helpful (2)",Mon Apr 28 2014 16:28:35 GMT-0400 (Eastern Daylight Time), Registered Nurse,"Pontiac, IL",Former Employee ,Working environment is a positive one.,4.0,4.0,4.0,4.0,4.0,3.0,OSF Saint James-John W Albrecht Medical Center
12,"April 28, 2014
Helpful (2)
""Working environment is a positive one.""
Former Employee - Registered Nurse in Pontiac, IL
Recommends
Neutral Outlook
No opinion of CEO
I worked at OSF HealthCare part-time for more than 3 years
Pros
The nurses and doctors I worked with were very friendly. The PTO and medical/dental insurance was excellent. Working at the Pontiac hospital was updated and easily accessible.
Cons
Management needed to better understand their employees.
Helpful (2)",Mon Apr 28 2014 16:28:35 GMT-0400 (Eastern Daylight Time), Registered Nurse,"Pontiac, IL",Former Employee ,Working environment is a positive one.,4.0,4.0,4.0,4.0,4.0,3.0,OSF Saint James-John W Albrecht Medical Center
